user_id,post_id,author_id,age_group,gender,location,professional_field,experience_years,education,network_size,previous_interactions,post_topic,content_type,engagement,author_user_similarity,topic_similarity,post_age_hours,author_experience,author_network_size,network_distance,interaction_probability,interaction
U1363,P02343,A0680,26-35,Female,Other,Computer Science,5.6,Bachelors,1057,16,Leadership,Text,0.2933,0.7221,0.8717,30.4,5.0,994,1,0.7204,1
U2954,P01946,A0934,46-55,Male,Other,Other,4.5,Bachelors,587,14,Leadership,Article,0.2296,0.3672,0.3846,55.5,3.1,290,2,0.2606,1
U2628,P00336,A0589,26-35,Female,Other,Other,6.3,Bachelors,99,26,Marketing,Text,0.3408,0.2335,0.6081,2.2,9.3,441,2,0.4752,0
U0443,P02610,A0404,36-45,Male,Ahmedabad,Engineering,1.5,Bachelors,111,23,Leadership,Text,0.2951,0.2846,0.374,2.9,1.9,201,4,0.3062,1
U1378,P03434,A1948,46-55,Male,Other,Data Science,12.8,Bachelors,194,17,AI,Job Opportunity,0.3729,0.4719,0.4485,2.8,4.4,2156,2,0.5105,0
U2594,P03336,A1337,18-25,Male,Bengaluru,Engineering,3.0,Bachelors,407,20,Leadership,Text,0.1351,0.6368,0.564,23.5,6.9,125,2,0.5412,1
U2193,P02878,A0293,36-45,Male,Mumbai,Engineering,0.4,Masters,209,14,Leadership,Article,0.3801,0.5835,0.4924,7.2,2.3,831,2,0.5329,1
U2123,P03090,A0657,18-25,Male,Chennai,Engineering,3.8,Bachelors,117,14,Leadership,Article,0.4594,0.6769,0.6612,17.2,4.5,775,1,0.6794,1
U1008,P00938,A0977,26-35,Male,Mumbai,Other,10.2,Bachelors,262,20,Marketing,Video,0.4627,0.7407,0.8333,26.1,5.4,624,2,0.7797,1
U2120,P04361,A1780,18-25,Male,Chennai,Engineering,5.7,Masters,269,19,Software,Article,0.5025,0.553,0.3614,31.4,6.9,229,2,0.4889,1
U1076,P04457,A0327,26-35,Male,Bengaluru,Engineering,11.2,Bachelors,535,20,Career,Article,0.3142,0.7314,0.6769,70.8,7.3,258,1,0.6506,0
U0410,P02851,A0729,56+,Male,Delhi,Engineering,4.6,Bachelors,274,18,Data Science,Video,0.7053,0.857,0.6681,78.5,5.9,203,2,0.713,0
U1284,P03711,A1478,36-45,Male,Mumbai,Other,14.7,Masters,238,9,Finance,Text,0.5083,0.5284,0.5184,31.6,3.1,165,3,0.493,1
U2056,P00535,A1658,26-35,Male,Hyderabad,Engineering,7.8,Masters,145,16,AI,Video,0.1915,0.7376,0.9483,12.3,6.6,714,4,0.6976,1
U1910,P02555,A0857,46-55,Male,Bengaluru,Business,4.6,Bachelors,664,17,Leadership,Article,0.2997,0.7706,0.3875,168.7,5.3,175,3,0.2648,0
U1393,P00552,A0981,18-25,Male,Delhi,Design,2.0,Masters,238,21,AI,Job Opportunity,0.339,0.1338,0.5237,16.4,4.7,133,4,0.2863,0
U2604,P04851,A1764,36-45,Female,Other,Other,4.0,Diploma,200,21,Software,Text,0.412,0.4633,0.8883,89.1,3.2,492,3,0.4833,0
U2894,P02763,A0221,26-35,Female,Delhi,HR,6.9,Masters,214,12,Machine Learning,Text,0.1744,0.6269,0.9289,24.9,7.1,438,4,0.5819,0
U1555,P04974,A0779,18-25,Male,Chennai,Engineering,3.5,Bachelors,129,17,Marketing,Video,0.2807,0.8259,0.4853,35.1,9.1,161,4,0.5228,0
U1607,P04094,A0231,56+,Female,Kolkata,Finance,6.6,Masters,314,11,Finance,Article,0.0426,0.7138,0.4556,21.1,4.2,684,2,0.4449,0
U0403,P00956,A1517,36-45,Male,Mumbai,Marketing,3.1,Bachelors,98,26,Finance,Job Opportunity,0.2786,0.3864,0.7772,7.0,0.4,575,2,0.6104,1
U2052,P01442,A0158,18-25,Male,Kolkata,Finance,7.5,Bachelors,527,17,Machine Learning,Text,0.2966,0.6109,0.7325,13.6,6.2,125,3,0.6113,1
U0576,P01641,A1123,26-35,Male,Hyderabad,Design,1.8,Masters,161,20,Machine Learning,Article,0.1578,0.7331,0.9194,37.7,15.1,201,2,0.6917,1
U1782,P04852,A0328,36-45,Female,Delhi,Engineering,3.2,Masters,91,16,Marketing,Text,0.0526,0.4067,0.5621,18.3,6.3,326,1,0.4052,0
U0527,P00603,A0048,56+,Male,Delhi,Marketing,3.0,Bachelors,189,13,Software,Text,0.1329,0.5746,0.4587,38.3,5.5,280,1,0.4157,0
U0978,P01000,A1076,26-35,Male,Delhi,Business,4.1,Bachelors,169,19,Marketing,Image,0.2085,0.4213,0.7102,14.9,0.8,298,2,0.5217,1
U2640,P01805,A0408,18-25,Female,Mumbai,Other,4.6,Bachelors,150,24,Finance,Job Opportunity,0.3375,0.451,0.6598,3.8,18.3,161,3,0.5703,1
U0945,P04044,A1177,26-35,Male,Bengaluru,Data Science,1.5,Masters,340,23,Software,Job Opportunity,0.5607,0.7796,0.4965,18.3,6.5,810,2,0.7102,0
U2688,P04807,A1400,36-45,Male,Delhi,Data Science,2.6,Bachelors,354,21,Software,Job Opportunity,0.4479,0.4763,0.5205,28.6,10.2,71,3,0.4827,0
U0995,P01658,A0119,46-55,Male,Kolkata,Finance,7.4,Bachelors,341,12,Career,Article,0.3971,0.9401,0.8065,43.9,1.6,3173,1,0.7744,1
U2270,P04488,A1534,46-55,Male,Bengaluru,Computer Science,1.1,Bachelors,107,12,AI,Text,0.0617,0.7404,0.6279,41.5,3.2,97,3,0.4722,0
U0086,P03253,A0275,18-25,Male,Kolkata,Computer Science,3.2,Bachelors,357,21,Software,Article,0.3031,0.4451,0.6819,129.1,1.8,161,3,0.2992,0
U0510,P00078,A0388,18-25,Male,Hyderabad,Computer Science,1.2,Bachelors,229,14,Machine Learning,Job Opportunity,0.6033,0.6408,0.821,15.5,2.4,362,2,0.7245,1
U1414,P03880,A0615,56+,Male,Hyderabad,Marketing,0.9,Masters,298,27,Software,Text,0.1959,0.652,0.4458,28.7,7.1,179,1,0.5622,0
U0166,P03652,A1469,26-35,Female,Hyderabad,Finance,5.7,Bachelors,498,20,Marketing,Image,0.6095,0.6742,0.7332,9.0,7.1,526,4,0.7066,1
U1086,P02915,A1667,36-45,Female,Kolkata,HR,10.6,Bachelors,267,25,Marketing,Article,0.5237,0.4696,0.5333,54.3,4.3,183,3,0.4911,0
U1225,P02441,A1897,18-25,Male,Hyderabad,Engineering,4.3,PhD,603,18,Marketing,Job Opportunity,0.5766,0.6854,0.5308,36.3,6.2,2365,3,0.5974,0
U0974,P03541,A0224,46-55,Male,Other,Data Science,3.2,Bachelors,479,21,AI,Text,0.2709,0.8107,0.5736,5.7,1.1,196,4,0.6228,0
U0656,P02473,A0984,26-35,Male,Bengaluru,HR,5.7,Masters,397,15,Design,Job Opportunity,0.4425,0.8897,0.6032,7.2,3.2,586,2,0.7542,1
U1303,P01448,A0489,36-45,Female,Ahmedabad,Design,9.6,Masters,363,20,Machine Learning,Job Opportunity,0.3144,0.794,0.7348,3.2,6.6,297,3,0.7286,1
U0217,P04987,A0333,18-25,Male,Pune,Other,2.7,Bachelors,207,13,Finance,Job Opportunity,0.0616,0.5512,0.8769,26.7,1.1,676,4,0.4835,1
U0467,P00023,A0355,36-45,Female,Delhi,Data Science,4.0,Masters,32,16,Design,Article,0.057,0.4913,0.9099,20.0,1.6,874,2,0.5617,1
U0228,P02504,A1887,26-35,Male,Bengaluru,HR,8.5,Diploma,577,11,Design,Article,0.1565,0.4923,0.438,4.7,6.4,219,4,0.3632,0
U1823,P00201,A0608,26-35,Female,Bengaluru,Computer Science,2.8,Masters,125,15,Design,Job Opportunity,0.1838,0.3469,0.6049,4.5,9.1,674,4,0.3622,1
U0525,P00673,A0116,18-25,Male,Bengaluru,Computer Science,9.8,Masters,499,25,Finance,Article,0.2422,0.2345,0.4448,82.2,11.0,349,3,0.2509,1
U2593,P01713,A1435,36-45,Female,Ahmedabad,Business,4.2,Masters,263,12,Finance,Video,0.5593,0.6572,0.2341,51.8,6.0,165,1,0.4302,1
U1235,P00182,A2000,18-25,Male,Hyderabad,HR,6.2,PhD,225,23,Finance,Image,0.2286,0.1584,0.6904,20.6,1.1,238,5,0.318,0
U0766,P03213,A0146,18-25,Female,Hyderabad,Marketing,6.0,PhD,162,14,AI,Text,0.5807,0.2767,0.5472,6.3,9.0,172,3,0.4334,1
U1685,P03351,A1980,18-25,Female,Mumbai,Engineering,4.5,Masters,226,22,AI,Video,0.4979,0.1818,0.6752,21.0,5.9,451,3,0.4404,0
U1590,P02075,A1971,18-25,Female,Bengaluru,Design,2.7,Bachelors,790,18,Leadership,Job Opportunity,0.4475,0.5976,0.8246,8.2,5.2,738,1,0.7413,0
U1646,P02900,A0785,26-35,Female,Delhi,Data Science,5.5,Masters,423,17,Machine Learning,Article,0.4492,0.7491,0.7921,4.3,11.6,299,1,0.7875,1
U1280,P03379,A1430,26-35,Female,Chennai,Other,10.1,Bachelors,351,17,Marketing,Article,0.7548,0.4875,0.7144,14.9,3.7,217,2,0.6948,1
U2609,P03230,A1881,36-45,Male,Delhi,Computer Science,7.1,Masters,282,20,AI,Image,0.1185,0.3641,0.7011,17.7,6.9,247,1,0.5097,0
U2483,P01928,A1633,18-25,Male,Ahmedabad,Computer Science,9.7,Diploma,163,11,Career,Text,0.4533,0.1983,0.6549,34.4,4.5,199,3,0.3461,0
U1260,P00484,A1605,56+,Male,Mumbai,Business,11.5,Bachelors,586,24,Finance,Article,0.2437,0.44,0.3182,44.4,15.6,297,4,0.325,0
U1177,P01878,A0393,26-35,Female,Mumbai,Computer Science,3.9,Diploma,229,21,Career,Image,0.3958,0.32,0.621,9.1,5.1,311,4,0.4412,1
U0151,P02493,A0975,46-55,Male,Kolkata,Finance,8.2,Bachelors,136,13,Data Science,Text,0.4743,0.6635,0.5525,41.8,4.7,484,1,0.594,1
U1528,P02413,A0182,26-35,Female,Kolkata,Engineering,2.6,Masters,220,17,Machine Learning,Text,0.3132,0.7438,0.5907,8.4,4.0,1171,2,0.6352,0
U2657,P02283,A1768,26-35,Female,Delhi,Data Science,19.2,Bachelors,56,14,Software,Job Opportunity,0.7025,0.1915,0.4088,2.4,2.7,371,4,0.3932,0
U0347,P00106,A1951,56+,Female,Other,Finance,11.5,Diploma,452,15,Design,Article,0.2899,0.1439,0.5798,53.1,3.7,363,2,0.2736,0
U0563,P01083,A0219,46-55,Female,Mumbai,Computer Science,5.9,Bachelors,205,17,Machine Learning,Job Opportunity,0.3104,0.3193,0.2702,24.2,1.9,214,1,0.3253,0
U2688,P03833,A1075,36-45,Male,Delhi,Data Science,2.6,Bachelors,354,21,Software,Article,0.5231,0.2553,0.4704,10.6,9.4,707,3,0.4087,0
U1059,P00074,A1093,26-35,Male,Hyderabad,Engineering,8.0,Masters,176,14,AI,Text,0.5017,0.5147,0.2941,11.5,6.2,869,4,0.3964,0
U1799,P04149,A0156,26-35,Female,Bengaluru,Other,1.7,Bachelors,717,18,Software,Article,0.6748,0.6755,0.2751,37.2,8.5,166,4,0.4714,1
U2529,P04146,A0768,46-55,Female,Chennai,HR,1.2,Masters,431,11,Marketing,Article,0.1754,0.1207,0.5459,88.7,2.8,619,2,0.1536,0
U1674,P03673,A1044,18-25,Male,Bengaluru,Engineering,5.6,Diploma,105,13,AI,Text,0.5143,0.3537,0.7298,2.6,4.7,151,4,0.515,1
U2945,P01127,A0942,26-35,Male,Kolkata,Computer Science,6.2,Bachelors,281,26,Leadership,Video,0.3414,0.1449,0.8588,1.4,0.9,452,2,0.5524,0
U0371,P03611,A1322,36-45,Female,Other,Business,20.7,PhD,359,17,Finance,Text,0.2539,0.8619,0.6794,18.7,8.2,275,1,0.7649,1
U2815,P03731,A0770,18-25,Male,Other,Marketing,6.9,Bachelors,483,21,Machine Learning,Video,0.5186,0.6297,0.8312,45.9,5.7,481,4,0.6419,1
U2823,P04766,A0525,18-25,Female,Hyderabad,HR,9.2,Diploma,228,12,Machine Learning,Video,0.4074,0.4244,0.7218,10.3,4.1,477,3,0.5253,0
U1352,P04442,A1170,46-55,Male,Mumbai,Marketing,1.1,Masters,101,13,Finance,Job Opportunity,0.1189,0.452,0.9455,14.8,8.8,168,3,0.5358,0
U2086,P01578,A0216,18-25,Male,Kolkata,Other,7.2,Masters,407,21,Machine Learning,Article,0.3931,0.3794,0.5822,11.5,0.4,333,1,0.5521,0
U2565,P02853,A0486,26-35,Female,Bengaluru,Computer Science,1.9,Masters,365,18,AI,Video,0.4153,0.2741,0.8739,39.7,3.1,1024,3,0.4794,0
U2272,P02242,A1091,26-35,Female,Mumbai,Data Science,3.6,Diploma,79,21,Software,Article,0.3564,0.8922,0.3464,11.5,2.1,40,2,0.6524,1
U2019,P03452,A0283,26-35,Female,Bengaluru,Computer Science,1.1,PhD,554,12,Leadership,Image,0.3153,0.6825,0.5236,187.2,7.0,298,5,0.1726,0
U2061,P03458,A0751,56+,Male,Hyderabad,Finance,4.4,Bachelors,116,21,Career,Video,0.483,0.6066,0.7588,19.0,5.5,92,2,0.701,1
U0921,P02420,A0387,18-25,Male,Kolkata,Data Science,5.2,Bachelors,592,24,AI,Article,0.666,0.5136,0.8184,6.6,19.4,178,2,0.7575,0
U2971,P01209,A0931,26-35,Male,Ahmedabad,HR,5.1,Bachelors,153,23,Leadership,Text,0.47,0.6914,0.6656,28.2,8.8,330,1,0.7164,1
U1043,P01771,A0981,36-45,Male,Mumbai,Engineering,9.6,Bachelors,303,10,AI,Text,0.5561,0.461,0.6081,44.3,1.9,171,2,0.5053,1
U2927,P04764,A1253,36-45,Female,Chennai,Finance,4.7,Masters,187,22,Design,Job Opportunity,0.3874,0.1584,0.6663,1.8,3.4,176,3,0.4237,0
U2326,P03201,A0804,56+,Male,Delhi,Finance,7.3,Bachelors,90,19,Software,Article,0.3699,0.5792,0.5657,1.2,1.9,765,2,0.62,1
U2085,P01778,A1160,36-45,Female,Mumbai,Data Science,4.3,Bachelors,235,18,Data Science,Video,0.2826,0.748,0.5317,35.1,6.7,171,3,0.549,1
U0112,P04311,A1739,18-25,Male,Bengaluru,Finance,2.9,Bachelors,173,16,Marketing,Text,0.3869,0.7852,0.5073,53.1,5.1,982,4,0.5093,1
U2179,P02317,A0273,18-25,Male,Pune,Business,0.6,Bachelors,347,12,Marketing,Text,0.1849,0.168,0.301,19.2,5.2,182,3,0.1768,0
U0056,P01835,A0900,36-45,Male,Mumbai,Business,4.4,Bachelors,369,11,Leadership,Image,0.8091,0.7432,0.7879,85.4,5.9,559,3,0.6592,0
U2021,P04792,A1530,36-45,Female,Delhi,Finance,3.7,Masters,409,15,Leadership,Article,0.2417,0.8445,0.9159,10.4,5.5,137,3,0.7496,0
U2238,P01851,A1533,26-35,Male,Pune,Engineering,12.6,Masters,83,16,Marketing,Text,0.3764,0.6344,0.8601,36.9,4.7,182,3,0.6651,0
U0681,P02137,A1213,18-25,Female,Hyderabad,Design,5.6,Bachelors,208,14,Leadership,Job Opportunity,0.5735,0.7752,0.5366,54.3,12.5,383,4,0.5459,0
U2054,P02433,A0965,46-55,Male,Chennai,Finance,6.6,PhD,60,18,Machine Learning,Video,0.2677,0.5969,0.581,18.9,6.5,389,5,0.4627,0
U0988,P02979,A1286,18-25,Male,Mumbai,HR,3.2,Bachelors,330,20,Marketing,Text,0.4335,0.7602,0.7761,9.6,19.6,1081,4,0.7196,1
U0916,P00231,A0593,56+,Male,Other,Data Science,4.8,Bachelors,492,21,Machine Learning,Text,0.5428,0.8434,0.8931,16.2,5.4,220,2,0.8333,1
U2121,P02273,A0525,18-25,Female,Bengaluru,Business,4.7,Masters,204,20,Software,Job Opportunity,0.8078,0.5351,0.5339,6.1,10.4,502,3,0.6568,0
U1475,P02868,A0528,26-35,Male,Bengaluru,Finance,9.4,Bachelors,274,21,Design,Article,0.3908,0.6943,0.5993,12.2,6.6,908,3,0.6679,0
U0878,P02084,A1856,26-35,Female,Bengaluru,Business,5.9,Bachelors,558,18,Leadership,Article,0.4943,0.5092,0.7075,47.6,6.5,356,5,0.4836,1
U1799,P01352,A0913,26-35,Female,Bengaluru,Other,1.7,Bachelors,717,18,Machine Learning,Article,0.3301,0.3884,0.6748,24.8,4.0,836,4,0.4282,1
U2898,P00342,A0263,18-25,Female,Delhi,Data Science,10.0,Bachelors,308,17,Leadership,Article,0.219,0.3112,0.4832,5.0,1.0,180,4,0.3372,0
U2459,P01613,A1918,18-25,Male,Hyderabad,Business,5.6,Masters,105,19,Leadership,Video,0.4724,0.4329,0.4471,42.9,3.5,433,3,0.4036,1
U2833,P00378,A0899,26-35,Male,Mumbai,Design,5.5,PhD,1015,19,AI,Article,0.6659,0.7184,0.1925,192.2,4.5,132,3,0.2354,0
U1308,P04636,A0807,36-45,Male,Kolkata,Computer Science,5.9,Bachelors,660,19,Design,Video,0.221,0.6649,0.7444,14.8,11.8,708,3,0.6267,0
U0328,P00098,A1235,26-35,Female,Hyderabad,Computer Science,4.0,Diploma,329,18,Leadership,Image,0.6289,0.5616,0.7698,8.7,3.6,81,3,0.6876,1
U0710,P02547,A0597,26-35,Female,Mumbai,Design,7.5,Diploma,386,16,Machine Learning,Article,0.2319,0.6745,0.4179,15.8,2.8,648,2,0.5218,0
U0365,P03933,A0961,36-45,Male,Ahmedabad,Engineering,2.5,Masters,163,10,Marketing,Video,0.0954,0.8329,0.5528,22.4,2.9,199,3,0.5072,1
U1280,P03152,A0539,26-35,Female,Chennai,Other,10.1,Bachelors,351,17,Marketing,Job Opportunity,0.1678,0.8829,0.9498,2.5,3.0,532,3,0.792,0
U1780,P03730,A0052,26-35,Female,Chennai,Marketing,4.1,Bachelors,235,19,Design,Text,0.3084,0.7061,0.7465,75.5,8.2,133,3,0.5412,1
U1636,P01304,A0737,26-35,Male,Mumbai,Computer Science,8.8,Diploma,78,23,Machine Learning,Job Opportunity,0.7129,0.6264,0.4051,17.4,3.1,293,4,0.6084,0
U1525,P04666,A0786,36-45,Female,Delhi,Business,8.7,PhD,100,10,Marketing,Text,0.2129,0.6907,0.7405,162.8,14.6,549,2,0.3342,0
U0385,P03403,A1144,26-35,Male,Mumbai,Marketing,2.8,Bachelors,320,13,Data Science,Video,0.1672,0.7419,0.6856,54.3,10.8,833,3,0.5126,0
U0563,P00797,A0590,46-55,Female,Mumbai,Computer Science,5.9,Bachelors,205,17,Software,Video,0.1212,0.8266,0.6571,0.0,1.1,166,3,0.6611,1
U1359,P04533,A0344,36-45,Male,Delhi,Engineering,2.8,Masters,390,15,Finance,Article,0.6263,0.7078,0.6745,20.0,1.1,150,4,0.6559,1
U1059,P04009,A0987,26-35,Male,Hyderabad,Engineering,8.0,Masters,176,14,Data Science,Video,0.5535,0.1071,0.6834,12.5,6.0,184,3,0.4025,1
U1643,P02522,A1506,26-35,Male,Bengaluru,HR,0.5,Bachelors,256,25,Leadership,Article,0.3025,0.6537,0.8063,12.6,2.4,388,5,0.64,1
U2177,P03644,A0913,26-35,Male,Hyderabad,Finance,3.2,Bachelors,183,23,Leadership,Text,0.1367,0.4623,0.3084,6.3,11.5,44,4,0.3301,1
U2013,P02487,A1543,18-25,Male,Chennai,Engineering,2.3,Bachelors,305,23,Finance,Text,0.2218,0.5091,0.4648,34.3,5.9,213,2,0.4407,0
U2660,P03897,A0775,18-25,Female,Bengaluru,Other,12.7,Bachelors,229,18,Machine Learning,Image,0.3439,0.2735,0.1049,46.6,1.0,672,4,0.1829,0
U0340,P01068,A1473,46-55,Male,Chennai,Data Science,7.1,Masters,95,17,Software,Job Opportunity,0.4075,0.3948,0.6826,32.1,6.8,1384,3,0.4777,1
U1625,P01891,A1344,26-35,Male,Bengaluru,Marketing,1.2,Bachelors,101,24,AI,Image,0.289,0.5313,0.7858,55.4,1.7,630,1,0.6081,0
U0005,P03588,A1763,18-25,Male,Mumbai,Computer Science,11.9,PhD,228,22,Career,Article,0.4015,0.6186,0.2104,20.0,7.2,233,5,0.4078,1
U0100,P01625,A1990,56+,Male,Mumbai,Other,4.2,Masters,250,16,AI,Article,0.426,0.6295,0.9155,5.0,10.9,654,1,0.7772,1
U2263,P01246,A1120,26-35,Male,Ahmedabad,Design,10.3,Bachelors,218,17,Finance,Text,0.2948,0.4621,0.8351,61.6,3.6,852,3,0.4916,1
U2249,P02817,A1445,26-35,Male,Bengaluru,Data Science,3.8,PhD,501,23,Career,Text,0.5197,0.5117,0.73,29.4,7.5,626,2,0.6599,1
U2698,P04802,A1912,18-25,Female,Bengaluru,Marketing,11.8,Masters,376,15,Software,Job Opportunity,0.317,0.666,0.5721,11.8,12.2,392,2,0.6241,0
U0476,P00650,A0423,26-35,Male,Mumbai,Other,5.9,Masters,127,26,Software,Video,0.3191,0.4591,0.5497,3.2,4.7,145,2,0.5806,1
U0259,P02661,A1510,18-25,Female,Pune,Finance,11.0,Masters,193,14,Career,Text,0.247,0.7624,0.822,31.1,4.5,475,3,0.6639,1
U1002,P00754,A0375,26-35,Male,Other,Engineering,5.0,Diploma,294,16,AI,Article,0.213,0.4859,0.3686,18.5,6.1,543,1,0.407,0
U2128,P02663,A1202,26-35,Male,Chennai,Data Science,0.5,Bachelors,465,11,Data Science,Article,0.101,0.5684,0.8478,19.6,9.9,400,3,0.5159,1
U2725,P04853,A0776,18-25,Female,Pune,Computer Science,0.6,Masters,561,18,Software,Text,0.272,0.897,0.9145,18.9,14.9,132,5,0.7166,0
U0946,P00906,A1036,18-25,Female,Kolkata,Computer Science,3.3,Bachelors,732,15,Design,Text,0.2994,0.358,0.903,19.4,16.5,62,1,0.5785,1
U0042,P03793,A0867,46-55,Female,Mumbai,Computer Science,4.8,Bachelors,236,18,Career,Job Opportunity,0.3993,0.4405,0.7432,12.8,5.5,157,1,0.6261,1
U2137,P02994,A0520,26-35,Male,Pune,Business,3.4,PhD,152,21,Leadership,Job Opportunity,0.5521,0.8905,0.5195,5.0,8.3,614,2,0.7662,1
U0198,P01499,A0437,46-55,Male,Mumbai,Data Science,5.8,Bachelors,122,18,Finance,Text,0.5404,0.3832,0.292,2.1,7.7,124,3,0.4149,0
U2515,P02242,A0438,18-25,Male,Bengaluru,Data Science,7.2,Masters,333,16,Software,Article,0.3564,0.4778,0.6591,11.5,2.1,40,2,0.5767,0
U1840,P04138,A0321,36-45,Male,Bengaluru,Engineering,8.0,PhD,144,17,Leadership,Text,0.4672,0.562,0.4805,6.5,3.8,121,2,0.5908,0
U1994,P02682,A1277,18-25,Male,Ahmedabad,Computer Science,5.9,Bachelors,679,22,Finance,Article,0.2904,0.7953,0.8047,2.4,5.2,358,5,0.7032,1
U0054,P02691,A1633,36-45,Female,Delhi,HR,8.2,Bachelors,282,21,Software,Image,0.4145,0.7662,0.1547,100.7,3.4,532,3,0.3379,0
U1627,P04913,A1140,26-35,Female,Other,Data Science,9.6,Diploma,135,13,Software,Image,0.0984,0.3835,0.5215,50.3,8.5,235,4,0.2437,0
U1502,P03430,A1791,56+,Male,Chennai,Computer Science,12.8,Bachelors,769,26,Marketing,Image,0.2574,0.4526,0.4017,9.6,1.9,490,1,0.5385,0
U2114,P03047,A0331,26-35,Female,Chennai,Finance,4.5,Diploma,225,15,Data Science,Image,0.2495,0.6793,0.92,28.6,5.3,114,3,0.6508,1
U1247,P04144,A0104,26-35,Female,Ahmedabad,Computer Science,18.6,Diploma,981,16,Finance,Image,0.0443,0.6132,0.6077,76.6,1.1,265,2,0.4277,0
U1786,P01289,A0860,46-55,Female,Other,Business,6.5,Diploma,269,14,AI,Video,0.4486,0.5757,0.3021,26.9,18.7,370,3,0.3926,0
U1331,P02883,A0847,36-45,Male,Delhi,Finance,5.2,Bachelors,194,23,Career,Text,0.4517,0.3334,0.6125,34.0,3.7,213,2,0.4942,0
U0255,P02195,A1298,18-25,Male,Other,HR,2.2,Bachelors,187,15,Marketing,Video,0.032,0.4855,0.5531,54.7,18.3,293,2,0.3203,0
U0161,P03213,A1058,18-25,Female,Chennai,Data Science,4.5,Bachelors,333,23,AI,Text,0.5807,0.1567,0.6467,6.3,9.0,172,2,0.4972,0
U2278,P04449,A1285,18-25,Female,Chennai,Computer Science,6.6,Masters,293,11,Data Science,Article,0.3723,0.6731,0.5947,0.9,3.0,694,1,0.6473,0
U0304,P02821,A1821,26-35,Female,Mumbai,Design,5.8,Masters,173,19,Career,Text,0.2082,0.3344,0.9754,30.1,6.7,270,2,0.564,1
U2448,P04681,A0476,26-35,Male,Chennai,Data Science,0.7,Bachelors,427,15,AI,Article,0.2476,0.4935,0.2413,13.1,1.4,644,3,0.3096,0
U2485,P03004,A1353,36-45,Female,Kolkata,Data Science,6.6,Bachelors,198,17,Data Science,Video,0.4053,0.3621,0.161,69.4,1.9,353,1,0.243,0
U0159,P00438,A0585,36-45,Female,Mumbai,Data Science,6.9,Masters,460,17,AI,Job Opportunity,0.6049,0.5847,0.6682,54.0,5.5,905,5,0.5165,0
U0532,P03036,A0497,36-45,Male,Other,Engineering,11.6,Bachelors,213,22,Marketing,Article,0.2862,0.5466,0.2893,22.2,14.3,331,3,0.4128,1
U0342,P01054,A1547,56+,Female,Other,Computer Science,5.4,Bachelors,73,18,Design,Article,0.4097,0.4903,0.4979,72.1,5.5,408,2,0.3844,0
U2187,P03335,A1492,36-45,Male,Bengaluru,Other,5.9,Bachelors,211,15,Data Science,Video,0.3934,0.7833,0.4689,3.2,4.3,480,5,0.566,1
U2909,P01230,A0709,46-55,Male,Bengaluru,Finance,8.7,Masters,184,14,Leadership,Video,0.4557,0.3888,0.2628,55.9,7.1,419,4,0.2534,0
U1350,P04595,A0642,18-25,Female,Mumbai,HR,4.6,Diploma,62,17,Career,Article,0.5222,0.7668,0.9378,14.7,4.5,295,2,0.8108,1
U2723,P01054,A1384,26-35,Male,Chennai,Design,6.1,PhD,119,8,Design,Article,0.4097,0.2666,0.6158,72.1,5.5,408,4,0.2412,0
U2214,P00651,A0255,26-35,Female,Hyderabad,Computer Science,4.5,Bachelors,104,20,Software,Article,0.297,0.6147,0.742,3.5,5.8,167,3,0.6399,1
U0685,P03148,A0520,36-45,Male,Delhi,Computer Science,1.1,Bachelors,515,16,Finance,Text,0.225,0.2719,0.6636,50.6,6.2,416,5,0.2576,1
U0486,P03678,A1795,26-35,Female,Other,Data Science,4.8,Diploma,821,15,Finance,Image,0.4723,0.4374,0.7168,25.9,5.1,769,3,0.5106,1
U1717,P00655,A0252,26-35,Male,Pune,Marketing,10.7,Bachelors,384,19,Finance,Video,0.5879,0.2392,0.8386,90.7,1.9,1703,4,0.3982,0
U0927,P01000,A0108,18-25,Male,Delhi,Engineering,7.1,Bachelors,1080,16,Marketing,Image,0.2085,0.6668,0.3516,14.9,0.8,298,2,0.4913,0
U2120,P03303,A0521,18-25,Male,Chennai,Engineering,5.7,Masters,269,19,Career,Image,0.3926,0.677,0.3062,10.3,4.3,330,2,0.5393,1
U2241,P00861,A0482,26-35,Male,Mumbai,HR,4.5,Masters,670,19,Design,Video,0.7168,0.2369,0.2543,16.4,1.4,287,4,0.3254,1
U1587,P01045,A1599,26-35,Male,Mumbai,Design,8.6,Bachelors,382,14,Software,Article,0.4679,0.9028,0.8481,24.3,6.4,476,1,0.8311,1
U2506,P02739,A0227,18-25,Male,Delhi,Data Science,4.4,Diploma,93,16,Finance,Job Opportunity,0.6323,0.4766,0.4389,13.7,3.9,149,3,0.5023,0
U2044,P02276,A1969,46-55,Male,Bengaluru,Data Science,4.7,Bachelors,621,14,Machine Learning,Article,0.3096,0.5157,0.8749,46.8,3.6,703,4,0.5197,0
U1590,P04318,A1575,18-25,Female,Bengaluru,Design,2.7,Bachelors,790,18,Software,Image,0.2829,0.5371,0.6136,23.0,7.9,1772,4,0.471,1
U0071,P02554,A0981,18-25,Male,Other,Data Science,5.3,Bachelors,643,20,Data Science,Image,0.3173,0.5295,0.7999,144.5,9.4,532,3,0.3556,0
