user_id,items_entered_top_k,items_left_top_k,top_k_overlap,top_k_jaccard,top_k_changed,changed_positions,max_rank_change,ordering_changed,kendall_tau,spearman_rho
U2536,0,0,1.0,1.0,False,8,4,True,0.19999999999999996,0.19999999999999996
U2547,1,1,0.9,0.8181818181818182,True,15,11,True,0.0,0.0
U2552,0,0,1.0,1.0,False,4,3,True,0.6,0.6
U2553,3,3,0.7,0.5384615384615384,True,14,11,True,0.0,0.0
U2556,0,0,1.0,1.0,False,6,4,True,0.4,0.4
U2574,0,0,1.0,1.0,False,3,2,True,0.7,0.7
U2584,0,0,1.0,1.0,False,9,5,True,0.09999999999999998,0.09999999999999998
U2588,0,0,1.0,1.0,False,5,4,True,0.5,0.5
U2590,1,1,0.9,0.8181818181818182,True,10,9,True,0.0,0.0
U2595,0,0,1.0,1.0,False,5,3,True,0.5,0.5
U2597,0,0,1.0,1.0,False,8,7,True,0.19999999999999996,0.19999999999999996
U2598,0,0,1.0,1.0,False,10,5,True,0.0,0.0
U2607,0,0,1.0,1.0,False,7,5,True,0.30000000000000004,0.30000000000000004
U2608,0,0,1.0,1.0,False,5,3,True,0.5,0.5
U2625,0,0,1.0,1.0,False,6,4,True,0.4,0.4
U2638,1,1,0.9,0.8181818181818182,True,11,4,True,0.0,0.0
U2639,0,0,1.0,1.0,False,9,6,True,0.09999999999999998,0.09999999999999998
U2644,0,0,1.0,1.0,False,4,3,True,0.6,0.6
U2648,0,0,1.0,1.0,False,6,3,True,0.4,0.4
U2651,0,0,1.0,1.0,False,8,6,True,0.19999999999999996,0.19999999999999996
U2653,0,0,1.0,1.0,False,4,2,True,0.6,0.6
U2656,0,0,1.0,1.0,False,3,3,True,0.7,0.7
U2664,0,0,1.0,1.0,False,9,5,True,0.09999999999999998,0.09999999999999998
U2681,0,0,1.0,1.0,False,7,5,True,0.30000000000000004,0.30000000000000004
U2693,0,0,1.0,1.0,False,9,7,True,0.09999999999999998,0.09999999999999998
U2701,1,1,0.9,0.8181818181818182,True,10,6,True,0.0,0.0
U2716,0,0,1.0,1.0,False,6,2,True,0.4,0.4
U2730,1,1,0.9,0.8181818181818182,True,11,7,True,0.0,0.0
U2731,0,0,1.0,1.0,False,4,2,True,0.6,0.6
U2743,1,1,0.9,0.8181818181818182,True,12,7,True,0.0,0.0
U2745,2,2,0.8,0.6666666666666666,True,14,10,True,0.0,0.0
U2746,0,0,1.0,1.0,False,8,6,True,0.19999999999999996,0.19999999999999996
U2748,1,1,0.9,0.8181818181818182,True,11,5,True,0.0,0.0
U2751,0,0,1.0,1.0,False,6,6,True,0.4,0.4
U2761,2,2,0.8,0.6666666666666666,True,12,7,True,0.0,0.0
U2778,0,0,1.0,1.0,False,8,5,True,0.19999999999999996,0.19999999999999996
U2780,1,1,0.8888888888888888,0.8,True,12,6,True,0.0,0.0
U2796,0,0,1.0,1.0,False,6,6,True,0.4,0.4
U2798,0,0,1.0,1.0,False,4,3,True,0.6,0.6
U2801,3,3,0.7,0.5384615384615384,True,12,9,True,0.0,0.0
U2803,0,0,1.0,1.0,False,8,5,True,0.19999999999999996,0.19999999999999996
U2806,0,0,1.0,1.0,False,4,5,True,0.6,0.6
U2808,3,3,0.7,0.5384615384615384,True,15,10,True,0.0,0.0
U2812,0,0,1.0,1.0,False,7,4,True,0.30000000000000004,0.30000000000000004
U2818,0,0,1.0,1.0,False,10,7,True,0.0,0.0
U2830,2,2,0.8,0.6666666666666666,True,13,8,True,0.0,0.0
U2836,1,1,0.9,0.8181818181818182,True,10,7,True,0.0,0.0
U2837,0,0,1.0,1.0,False,8,5,True,0.19999999999999996,0.19999999999999996
U2847,2,2,0.8,0.6666666666666666,True,14,8,True,0.0,0.0
U2851,0,0,1.0,1.0,False,7,4,True,0.30000000000000004,0.30000000000000004
U2854,1,1,0.9,0.8181818181818182,True,9,6,True,0.09999999999999998,0.09999999999999998
U2857,0,0,1.0,1.0,False,2,1,True,0.8,0.8
U2861,0,0,1.0,1.0,False,7,4,True,0.30000000000000004,0.30000000000000004
U2864,1,1,0.9,0.8181818181818182,True,11,6,True,0.0,0.0
U2865,2,2,0.8,0.6666666666666666,True,15,10,True,0.0,0.0
U2873,1,1,0.9,0.8181818181818182,True,11,7,True,0.0,0.0
U2874,0,0,1.0,1.0,False,7,5,True,0.30000000000000004,0.30000000000000004
U2877,1,1,0.9,0.8181818181818182,True,8,6,True,0.19999999999999996,0.19999999999999996
U2879,0,0,1.0,1.0,False,7,6,True,0.30000000000000004,0.30000000000000004
U2882,1,1,0.9,0.8181818181818182,True,11,8,True,0.0,0.0
U2885,1,1,0.9,0.8181818181818182,True,12,9,True,0.0,0.0
U2888,2,2,0.8,0.6666666666666666,True,12,10,True,0.0,0.0
U2896,1,1,0.9,0.8181818181818182,True,10,6,True,0.0,0.0
U2905,3,3,0.7,0.5384615384615384,True,13,9,True,0.0,0.0
U2906,1,1,0.9,0.8181818181818182,True,9,7,True,0.09999999999999998,0.09999999999999998
U2920,1,1,0.9,0.8181818181818182,True,9,6,True,0.09999999999999998,0.09999999999999998
U2928,0,0,1.0,1.0,False,4,3,True,0.6,0.6
U2935,0,0,1.0,1.0,False,8,6,True,0.19999999999999996,0.19999999999999996
U2937,0,0,1.0,1.0,False,8,7,True,0.19999999999999996,0.19999999999999996
U2943,1,1,0.9,0.8181818181818182,True,11,9,True,0.0,0.0
U2965,3,3,0.7,0.5384615384615384,True,15,10,True,0.0,0.0
U2972,2,2,0.8,0.6666666666666666,True,10,9,True,0.0,0.0
U2976,1,1,0.9,0.8181818181818182,True,8,6,True,0.19999999999999996,0.19999999999999996
U2977,3,3,0.7,0.5384615384615384,True,13,10,True,0.0,0.0
U2980,0,0,1.0,1.0,False,9,5,True,0.09999999999999998,0.09999999999999998
U2988,1,1,0.9,0.8181818181818182,True,13,8,True,0.0,0.0
U2989,0,0,1.0,1.0,False,9,4,True,0.09999999999999998,0.09999999999999998
U2990,0,0,1.0,1.0,False,7,5,True,0.30000000000000004,0.30000000000000004
U2998,1,0,1.0,0.9,True,11,6,True,0.0,0.0
