user_id,post_id,recommendation_score,interaction,rank
U0427,P02935,0.52595323,1,4
U0427,P00709,0.5227481,1,5
U0427,P00458,0.44577944,0,6
U0427,P04052,0.438244,0,7
U0427,P03982,0.4238766,0,8
U0427,P04948,0.2787569,0,9
U0427,P04593,0.26236716,0,10
U0428,P00662,0.7348098,1,1
U0428,P01387,0.6794292,1,2
U0428,P02556,0.6582326,1,3
U0428,P02541,0.6259021,0,4
U0428,P03184,0.5040533,1,5
U0428,P04235,0.49196452,0,6
U0428,P03590,0.48351005,1,7
U0428,P00440,0.48260483,0,8
U0428,P03572,0.40151697,0,9
U0428,P00687,0.39627,0,10
U0429,P00497,0.7691468,1,1
U0429,P01594,0.74924,1,2
U0429,P00657,0.7102797,1,3
U0429,P00343,0.68238753,1,4
U0429,P03633,0.62978214,0,5
U0429,P03408,0.6060917,1,6
U0429,P04890,0.580109,1,7
U0429,P03788,0.55297935,0,8
U0429,P03768,0.5263688,0,9
U0429,P02918,0.523874,0,10
U0430,P03043,0.6878802,1,1
U0430,P03970,0.63058954,1,2
U0430,P00636,0.62324476,1,3
U0430,P01120,0.5890672,1,4
U0430,P00372,0.5769447,0,5
U0430,P02912,0.41422704,0,6
U0431,P00615,0.59287214,0,1
U0431,P01550,0.466418,1,2
U0431,P04369,0.45860678,0,3
U0431,P04622,0.42278248,0,4
U0431,P00639,0.3716508,0,5
U0431,P04521,0.22259752,0,6
U0432,P04921,0.87436426,1,1
U0432,P02043,0.7615798,1,2
U0432,P00144,0.70475996,1,3
U0432,P00255,0.6887433,1,4
U0432,P03808,0.67220443,1,5
U0432,P00251,0.6664324,1,6
U0432,P00472,0.6352305,0,7
U0432,P03956,0.6194824,1,8
U0432,P02687,0.5754479,1,9
U0432,P00612,0.55775654,0,10
U0433,P02769,0.6152357,1,1
U0433,P03658,0.6060104,0,2
U0433,P01523,0.57926226,1,3
U0433,P03618,0.53112316,1,4
U0433,P03970,0.52516,1,5
U0433,P00987,0.4945786,0,6
U0433,P00337,0.44906944,0,7
U0433,P01104,0.40378198,0,8
U0434,P04823,0.7731327,1,1
U0434,P00996,0.73623663,1,2
U0434,P00871,0.67297465,1,3
U0434,P00075,0.63035643,1,4
U0434,P04770,0.5319646,0,5
U0434,P00115,0.52531683,1,6
U0434,P00339,0.42319694,1,7
U0434,P03038,0.33520958,0,8
U0434,P03967,0.2659385,1,9
U0435,P04668,0.6908853,1,1
U0435,P04398,0.61354345,0,2
U0435,P02324,0.5678957,0,3
U0435,P01653,0.56754595,1,4
U0435,P03168,0.54315287,0,5
U0435,P02621,0.46549702,0,6
U0435,P04674,0.4216887,1,7
U0435,P02907,0.3423744,1,8
U0435,P04666,0.2998821,0,9
U0436,P01960,0.80392116,1,1
U0436,P03252,0.76102066,1,2
U0436,P02983,0.7038568,0,3
U0436,P03886,0.7022196,1,4
U0436,P00268,0.6855451,1,5
U0436,P02174,0.6680292,1,6
U0436,P01245,0.6188836,1,7
U0436,P04260,0.61482507,1,8
U0436,P03364,0.57880515,0,9
U0436,P03461,0.5628962,0,10
U0437,P04126,0.6279271,0,1
U0437,P01148,0.6224691,1,2
U0437,P02279,0.55636233,1,3
U0437,P00479,0.55562705,1,4
U0437,P03736,0.5505172,0,5
U0437,P02540,0.35445192,0,6
U0437,P01350,0.22800449,0,7
U0438,P04300,0.8104744,1,1
U0438,P01263,0.7097824,1,2
U0438,P03474,0.64473695,0,3
U0438,P03800,0.61191577,1,4
U0438,P00520,0.5999774,0,5
U0438,P02750,0.5760259,0,6
U0438,P01823,0.5531339,1,7
U0438,P03921,0.4830253,1,8
U0438,P00182,0.4240968,0,9
U0438,P04836,0.40745577,1,10
U0439,P01866,0.8526034,1,1
U0439,P03252,0.84367037,1,2
U0439,P02582,0.83965176,1,3
U0439,P04880,0.7890355,1,4
U0439,P00228,0.59745777,1,5
U0439,P00953,0.46867454,0,6
U0439,P04195,0.43792787,1,7
U0439,P03231,0.3923529,0,8
U0439,P02594,0.10855551,0,9
U0440,P02313,0.79579777,1,1
U0440,P02186,0.70052797,1,2
U0440,P01822,0.5946858,1,3
U0440,P03205,0.5895051,0,4
U0440,P01158,0.56254625,0,5
U0440,P01579,0.56119406,1,6
U0440,P04832,0.44259495,1,7
U0440,P03585,0.40078917,0,8
U0440,P02878,0.3731471,0,9
U0440,P01770,0.35055432,0,10
U0441,P01491,0.7118998,1,1
U0441,P03859,0.7051546,0,2
U0441,P03890,0.69949615,1,3
U0441,P03243,0.65132695,0,4
U0441,P01401,0.5570028,1,5
U0441,P04367,0.4527685,0,6
U0441,P02599,0.36469916,0,7
U0441,P00386,0.23966673,0,8
U0442,P01182,0.6238425,0,1
U0442,P02785,0.6096401,1,2
U0442,P01538,0.503393,0,3
U0442,P04462,0.24806084,0,4
U0443,P02236,0.7184158,1,1
U0443,P04840,0.69814426,0,2
U0443,P04101,0.67174006,1,3
U0443,P03309,0.5677689,1,4
U0443,P01903,0.5032315,0,5
U0443,P04524,0.38119835,0,6
U0443,P03032,0.29065216,0,7
U0443,P02610,0.2462051,1,8
U0444,P03200,0.77688164,1,1
U0444,P00678,0.6463053,1,2
U0444,P02341,0.46349546,1,3
U0444,P02805,0.3097334,0,4
U0444,P00762,0.2951118,0,5
U0444,P04862,0.18881455,0,6
U0445,P03451,0.75629336,1,1
U0445,P00467,0.66460973,0,2
U0445,P01543,0.64351493,1,3
U0445,P01589,0.61352247,0,4
U0445,P03249,0.6134193,0,5
U0445,P02694,0.59088653,0,6
U0445,P01149,0.57921135,1,7
U0445,P04908,0.538302,0,8
U0445,P04272,0.4206965,0,9
U0445,P02993,0.40610555,0,10
U0446,P02492,0.7314147,0,1
U0446,P03856,0.71910995,1,2
U0446,P03421,0.7168933,1,3
U0446,P00037,0.7043858,1,4
U0446,P02005,0.6938595,1,5
U0446,P01552,0.6932401,0,6
U0446,P01627,0.6548935,1,7
U0446,P03199,0.5559262,1,8
U0446,P02882,0.53224134,1,9
U0446,P03129,0.52379364,1,10
U0447,P00172,0.8229729,1,1
U0447,P00306,0.7535621,1,2
U0447,P02117,0.6840519,0,3
U0447,P04238,0.6716336,1,4
U0447,P00301,0.65914065,1,5
U0447,P00966,0.5340434,1,6
U0447,P01246,0.527779,0,7
U0447,P01383,0.23341733,0,8
U0447,P04971,0.20721513,1,9
U0447,P02429,0.17378283,0,10
U0448,P04219,0.68382835,1,1
U0448,P04202,0.6367819,1,2
U0448,P03232,0.5647922,0,3
U0448,P02966,0.54841363,1,4
U0448,P00922,0.5158636,1,5
U0448,P03091,0.47875762,1,6
U0448,P03567,0.3941899,1,7
U0448,P00381,0.38093135,1,8
U0448,P03831,0.36281708,1,9
U0448,P01633,0.3384276,0,10
U0449,P00884,0.73307115,1,1
U0449,P00352,0.68085486,0,2
U0449,P01340,0.6392153,1,3
U0449,P04259,0.5857357,0,4
U0449,P02386,0.5515036,1,5
U0449,P04223,0.5297423,0,6
U0449,P00854,0.09565988,0,7
U0450,P03923,0.69042176,0,1
U0450,P04036,0.65660703,1,2
U0450,P04121,0.60169435,0,3
U0450,P04310,0.51675713,0,4
U0450,P01577,0.499729,1,5
U0450,P02285,0.3982898,0,6
U0450,P00444,0.39389697,0,7
U0450,P00569,0.35279977,1,8
U0451,P02709,0.70902437,1,1
U0451,P03834,0.40186405,0,2
U0451,P00593,0.39780912,0,3
U0451,P00299,0.26469398,0,4
U0451,P01099,0.23354204,0,5
U0452,P02544,0.7742579,1,1
U0452,P01934,0.74962956,1,2
U0452,P03824,0.7433119,1,3
U0452,P03897,0.6399519,1,4
U0452,P03924,0.6396029,1,5
U0452,P00823,0.5358344,0,6
U0452,P03455,0.48946908,0,7
U0452,P00872,0.3914853,0,8
U0452,P02601,0.37170893,0,9
U0452,P03311,0.35810214,0,10
U0453,P04313,0.6124214,1,1
U0453,P02203,0.52516073,0,2
U0453,P02244,0.49176443,0,3
U0453,P00758,0.44631878,0,4
U0453,P04060,0.36806992,0,5
U0453,P00907,0.27962738,0,6
U0454,P03726,0.7749602,1,1
U0454,P03823,0.7204775,1,2
U0454,P03496,0.687719,1,3
U0454,P01397,0.6678008,0,4
U0454,P02891,0.645297,1,5
U0454,P02203,0.6315339,1,6
U0454,P04645,0.5711494,1,7
U0454,P00200,0.51516676,0,8
U0454,P04842,0.4225944,1,9
U0454,P00129,0.40527993,1,10
U0455,P03714,0.8162199,1,1
U0455,P02750,0.6870699,0,2
U0455,P04240,0.66319567,0,3
U0455,P02757,0.6534751,0,4
U0455,P01500,0.6306597,1,5
U0455,P04174,0.5460114,0,6
U0455,P00159,0.53311527,1,7
U0455,P01585,0.52027714,1,8
U0455,P00269,0.46056852,0,9
U0455,P03457,0.40217298,1,10
U0456,P02639,0.87336975,1,1
U0456,P00297,0.832577,1,2
U0456,P02383,0.82331806,1,3
U0456,P01106,0.761532,1,4
U0456,P00567,0.7238232,1,5
U0456,P00323,0.7221951,0,6
U0456,P03329,0.6907534,0,7
U0456,P01477,0.62861997,1,8
U0456,P04653,0.6160964,0,9
U0456,P04697,0.6091677,1,10
U0457,P01570,0.707758,1,1
U0457,P03473,0.6961279,1,2
U0457,P00969,0.62112576,1,3
U0457,P03834,0.61813766,1,4
U0457,P02608,0.591248,1,5
U0457,P04045,0.5812452,0,6
U0457,P01516,0.4886991,0,7
U0457,P01388,0.43777564,1,8
U0457,P00083,0.42779177,0,9
U0457,P01887,0.39950094,0,10
U0458,P02275,0.69189316,1,1
U0458,P01931,0.5975669,1,2
U0458,P02952,0.54999506,1,3
U0458,P01786,0.54737914,1,4
U0458,P04414,0.5174271,0,5
U0458,P02987,0.3430894,0,6
U0458,P00378,0.16655949,0,7
U0459,P04845,0.75046396,1,1
U0459,P04200,0.62603045,0,2
U0459,P01047,0.6146521,0,3
U0459,P03196,0.60432345,1,4
U0459,P03333,0.57758784,1,5
U0459,P04612,0.50552166,1,6
U0459,P00272,0.4972861,0,7
U0459,P00826,0.3843197,0,8
U0459,P03797,0.36961135,0,9
U0459,P02257,0.31103957,0,10
U0460,P00894,0.81703985,1,1
U0460,P00320,0.73668915,1,2
U0460,P04963,0.6959725,1,3
U0460,P02950,0.69531095,1,4
U0460,P00341,0.678354,1,5
U0460,P00951,0.6680608,0,6
U0460,P03724,0.60967946,1,7
U0460,P03888,0.57776254,0,8
U0460,P00591,0.49374104,1,9
U0460,P02966,0.374464,0,10
U0461,P00022,0.8189483,1,1
U0461,P00285,0.66025853,1,2
U0461,P04063,0.6375765,1,3
U0461,P03206,0.6079409,1,4
U0461,P04872,0.42135388,0,5
U0461,P01159,0.351709,1,6
U0461,P04351,0.31058916,1,7
U0461,P01767,0.29643333,0,8
U0461,P00069,0.17558053,0,9
U0462,P02032,0.6507676,1,1
U0462,P01711,0.6504329,1,2
U0462,P03294,0.6353903,1,3
U0462,P01808,0.6320486,0,4
U0462,P04073,0.548094,0,5
U0462,P02425,0.5480544,1,6
U0462,P00871,0.52240765,1,7
U0462,P02560,0.47482854,1,8
U0462,P00679,0.4294798,0,9
U0462,P03833,0.36135858,0,10
U0463,P00915,0.7783098,1,1
U0463,P01983,0.7050112,1,2
U0463,P04704,0.69837534,1,3
U0463,P01639,0.654041,1,4
U0463,P01893,0.52476025,1,5
U0463,P00190,0.43016675,1,6
U0463,P03065,0.35844365,1,7
U0463,P02703,0.30893967,0,8
U0463,P03419,0.22668274,0,9
U0464,P02165,0.7086119,0,1
U0464,P00142,0.69090796,1,2
U0464,P03548,0.65418595,1,3
U0464,P00783,0.58328617,0,4
U0464,P04205,0.52646375,1,5
U0464,P00105,0.48622462,1,6
U0464,P03499,0.43867114,1,7
U0464,P04194,0.29815143,0,8
U0464,P00559,0.269827,1,9
U0465,P02637,0.68269217,1,1
U0465,P03886,0.6401711,1,2
U0465,P00906,0.55137604,1,3
U0465,P01343,0.54444325,1,4
U0465,P01586,0.5325151,0,5
U0465,P00741,0.49577746,1,6
U0465,P00983,0.4516194,0,7
U0465,P03975,0.43104142,0,8
U0465,P01244,0.37134567,0,9
U0465,P00299,0.36843452,0,10
U0466,P01805,0.72913444,0,1
U0466,P02993,0.70541656,1,2
U0466,P04206,0.67988294,1,3
U0466,P02775,0.6383016,0,4
U0466,P03404,0.59054977,0,5
U0466,P00329,0.58304363,0,6
U0466,P03768,0.5620507,1,7
U0466,P04709,0.41234556,1,8
U0466,P03813,0.36264136,0,9
U0466,P03100,0.3552689,1,10
U0467,P03090,0.8305911,1,1
U0467,P04682,0.73214644,1,2
U0467,P00023,0.69974375,1,3
U0467,P02472,0.6553363,1,4
U0467,P02271,0.55237854,1,5
U0468,P01062,0.7615971,0,1
U0468,P00526,0.7104955,1,2
U0468,P01098,0.6669968,1,3
U0468,P01108,0.64070565,1,4
U0468,P00885,0.5926913,1,5
U0468,P03960,0.5694161,1,6
U0468,P00078,0.56190443,0,7
U0468,P03101,0.5449769,0,8
U0468,P04430,0.45121172,1,9
U0468,P03029,0.44517604,0,10
U0469,P01038,0.5761473,1,1
U0469,P03988,0.39098194,0,2
U0470,P04915,0.7722088,1,1
U0470,P00008,0.7162887,1,2
U0470,P03309,0.60879856,0,3
U0470,P03341,0.5792957,1,4
U0470,P03145,0.5591899,1,5
U0471,P03369,0.53905964,0,1
U0471,P03482,0.53569883,0,2
U0471,P04189,0.50290436,1,3
U0471,P01303,0.48903027,0,4
U0471,P02942,0.37191954,0,5
U0471,P03730,0.33287346,1,6
U0472,P01750,0.7205611,1,1
U0472,P04325,0.7100039,1,2
U0472,P01805,0.6446035,1,3
U0472,P01915,0.62290335,1,4
U0472,P03659,0.6103308,0,5
U0472,P01966,0.5819565,0,6
U0472,P04207,0.5521713,1,7
U0472,P03938,0.51410025,0,8
U0472,P01042,0.44221398,0,9
U0472,P03129,0.37399554,0,10
U0473,P00659,0.8803276,1,1
U0473,P01685,0.80710864,1,2
U0473,P01820,0.51724166,1,3
U0473,P01725,0.48079222,1,4
U0473,P03080,0.43462715,0,5
U0474,P01322,0.7998481,1,1
U0474,P04366,0.7332068,1,2
U0474,P01021,0.7093105,0,3
U0474,P02448,0.6229478,1,4
U0474,P04493,0.583661,1,5
U0474,P03968,0.54154474,1,6
U0474,P01815,0.53979766,1,7
U0474,P00784,0.47742122,0,8
U0474,P03182,0.37093902,1,9
U0474,P00775,0.34445837,0,10
U0475,P01937,0.658686,1,1
U0475,P02315,0.5350655,0,2
U0475,P04893,0.519636,1,3
U0475,P00711,0.49840993,0,4
U0475,P00937,0.48049933,0,5
U0475,P00462,0.475909,0,6
U0475,P04614,0.4126677,1,7
U0475,P00511,0.41024163,0,8
U0475,P02295,0.40766174,0,9
U0475,P02663,0.23788388,0,10
U0476,P02510,0.78115106,1,1
U0476,P02483,0.75286305,1,2
U0476,P01650,0.70970076,1,3
U0476,P01274,0.70288527,1,4
U0476,P00650,0.6635613,1,5
U0476,P04837,0.65003765,1,6
U0476,P00771,0.5113767,0,7
U0476,P00822,0.3763077,0,8
U0476,P02044,0.28334525,0,9
U0476,P00452,0.24924412,0,10
U0477,P01486,0.7776037,1,1
U0477,P01481,0.7723903,1,2
U0477,P03313,0.73303074,0,3
U0477,P04273,0.6654576,0,4
U0477,P01657,0.6155512,1,5
U0477,P01991,0.54502875,1,6
U0477,P02153,0.53824836,0,7
U0477,P02878,0.3775802,0,8
U0477,P01936,0.3700846,0,9
U0478,P00531,0.746057,1,1
U0478,P00718,0.6974542,1,2
U0478,P04075,0.65648514,1,3
U0478,P01870,0.64782476,0,4
U0478,P02161,0.5991488,1,5
U0478,P03523,0.538782,1,6
U0478,P03037,0.4875076,1,7
U0478,P03659,0.48039573,1,8
U0478,P01377,0.4762832,0,9
U0478,P01944,0.44651127,0,10
U0479,P01983,0.7155026,1,1
U0479,P02477,0.6467325,1,2
U0479,P02311,0.6336392,1,3
U0479,P01780,0.47047898,0,4
U0479,P02498,0.4440901,0,5
U0479,P00943,0.2959257,0,6
U0480,P04698,0.71297884,1,1
U0480,P04268,0.48643282,1,2
U0480,P01046,0.44441655,1,3
U0480,P02192,0.424952,1,4
U0480,P03682,0.40656373,1,5
U0480,P00889,0.4015327,0,6
U0480,P01513,0.38202107,0,7
U0480,P01221,0.23683204,0,8
U0480,P04432,0.22165748,0,9
U0481,P03028,0.79073596,1,1
U0481,P01067,0.75344354,1,2
U0481,P01395,0.7516574,1,3
U0481,P00634,0.69445616,1,4
U0481,P03987,0.6696924,1,5
U0481,P01149,0.6410695,0,6
U0481,P01527,0.61720985,0,7
U0481,P00515,0.58862424,0,8
U0481,P02752,0.5869451,1,9
U0481,P00094,0.49342662,1,10
U0482,P02903,0.80557925,1,1
U0482,P02719,0.773732,1,2
U0482,P02033,0.73629624,1,3
U0482,P04022,0.58866674,1,4
U0482,P00508,0.46669373,0,5
U0482,P00681,0.41284764,0,6
U0482,P01940,0.40318805,0,7
U0483,P04068,0.76373994,1,1
U0483,P00169,0.75250375,1,2
U0483,P00947,0.6796777,1,3
U0483,P01686,0.6152471,1,4
U0483,P00005,0.60028464,1,5
U0483,P01737,0.451296,1,6
U0483,P04227,0.44581914,0,7
U0483,P00334,0.35608757,0,8
U0483,P02213,0.2705136,0,9
U0484,P01003,0.6654939,1,1
U0484,P00520,0.65527654,1,2
U0484,P00644,0.5584625,1,3
U0484,P03283,0.5347247,0,4
U0484,P00371,0.52704006,0,5
U0484,P04875,0.47725043,1,6
U0484,P00251,0.43971175,1,7
U0484,P03854,0.22949164,0,8
U0484,P00452,0.14020802,1,9
U0485,P02982,0.82259214,1,1
U0485,P03139,0.75869983,1,2
U0485,P00552,0.7509146,1,3
U0485,P00699,0.65441895,0,4
U0485,P02143,0.614773,0,5
U0485,P03395,0.58966976,0,6
U0485,P02857,0.54606575,0,7
U0486,P01955,0.5643548,1,1
U0486,P03906,0.5584412,1,2
U0486,P03800,0.5572606,1,3
U0486,P03678,0.5393653,1,4
U0486,P03889,0.5303289,0,5
U0486,P01067,0.48866642,0,6
U0486,P04997,0.46964082,0,7
U0486,P03040,0.3954623,0,8
U0486,P03927,0.2540421,0,9
U0487,P02726,0.6391801,1,1
U0487,P04470,0.6163502,1,2
U0487,P00351,0.5149667,1,3
U0487,P00857,0.51001453,0,4
U0487,P03927,0.42388913,0,5
U0487,P04844,0.39938366,1,6
U0487,P03150,0.2780428,0,7
U0488,P02451,0.7731735,1,1
U0488,P03285,0.76152164,1,2
U0488,P01666,0.7109875,0,3
U0488,P00554,0.69856083,0,4
U0488,P01618,0.59962565,0,5
U0488,P02187,0.48753572,0,6
U0488,P00204,0.4711293,0,7
U0488,P03937,0.43308106,1,8
U0488,P02764,0.40673333,0,9
U0488,P03654,0.36790895,1,10
U0489,P03246,0.79104877,1,1
U0489,P01251,0.77715164,1,2
U0489,P03469,0.73168796,1,3
U0489,P00323,0.61503667,0,4
U0489,P03410,0.60816497,0,5
U0489,P04998,0.5967917,0,6
U0489,P00647,0.5406616,1,7
U0489,P03680,0.5254938,0,8
U0489,P03070,0.5197622,1,9
U0489,P01961,0.49718297,0,10
U0490,P02473,0.6329178,1,1
U0490,P02898,0.59313035,1,2
U0490,P02275,0.47302425,0,3
U0490,P04230,0.4524264,1,4
U0490,P04832,0.4424613,0,5
U0490,P04135,0.43907443,1,6
U0490,P02312,0.41896778,1,7
U0490,P04864,0.40154302,0,8
U0490,P01567,0.3956733,1,9
U0491,P00525,0.6805519,0,1
U0491,P04159,0.66486794,1,2
U0491,P04026,0.64720535,1,3
U0491,P00296,0.6366576,1,4
U0491,P00062,0.5928735,1,5
U0491,P03380,0.55240864,0,6
U0491,P03057,0.53735167,0,7
U0491,P03125,0.34457245,0,8
U0491,P00945,0.2913493,0,9
U0491,P00489,0.22494075,0,10
U0492,P04637,0.7960537,1,1
U0492,P02817,0.69217885,1,2
U0492,P02817,0.6268461,1,3
U0492,P00683,0.61491597,1,4
U0492,P02032,0.61479264,1,5
U0492,P00512,0.50893337,1,6
U0492,P01281,0.45629323,1,7
U0492,P02197,0.40987223,0,8
U0492,P04336,0.3039373,0,9
U0492,P00666,0.29027164,0,10
U0493,P03648,0.7387623,1,1
U0493,P02035,0.6605353,1,2
U0493,P01863,0.5699732,0,3
U0493,P03521,0.48420537,0,4
U0493,P01547,0.46024916,1,5
U0494,P00500,0.672171,1,1
U0494,P03448,0.6358678,1,2
U0494,P01766,0.6217966,1,3
U0494,P00465,0.58661807,1,4
U0494,P04613,0.45388484,0,5
U0495,P01883,0.8123929,1,1
U0495,P03036,0.7883642,1,2
U0495,P00165,0.7365645,1,3
U0495,P00415,0.7278699,0,4
U0495,P00200,0.66093636,1,5
U0495,P03483,0.6488474,0,6
U0495,P00113,0.6049054,0,7
U0495,P02693,0.57362294,0,8
U0495,P01348,0.53730994,0,9
U0496,P04094,0.8072149,1,1
U0496,P00763,0.75844693,1,2
U0496,P01457,0.6380369,1,3
U0496,P02270,0.5822247,1,4
U0496,P04282,0.5776837,1,5
U0496,P01742,0.5478127,0,6
U0496,P01166,0.5464935,0,7
U0496,P02621,0.49547395,0,8
U0496,P04030,0.47055107,1,9
U0496,P00643,0.35237825,0,10
U0497,P03098,0.74213195,0,1
U0497,P00880,0.72135323,1,2
U0497,P02655,0.65952665,1,3
U0497,P04649,0.57713795,1,4
U0497,P04564,0.5754871,1,5
U0497,P02953,0.5733926,0,6
U0497,P03663,0.5519916,1,7
U0497,P00879,0.44594997,0,8
U0497,P03143,0.38338268,0,9
U0497,P02951,0.37507266,0,10
U0498,P04814,0.7916903,1,1
U0498,P02229,0.745719,1,2
U0498,P01214,0.6582951,0,3
U0498,P04543,0.64387894,1,4
U0498,P04888,0.5834356,1,5
U0498,P04077,0.41851795,0,6
U0498,P01816,0.32329097,0,7
U0498,P01722,0.26829842,0,8
U0499,P00179,0.8143711,1,1
U0499,P01559,0.595005,1,2
U0499,P03851,0.5930308,0,3
U0499,P01495,0.4997885,0,4
U0499,P00767,0.49915785,0,5
U0499,P02157,0.46853787,0,6
U0499,P01032,0.45812342,0,7
U0499,P00426,0.39477876,0,8
U0499,P03320,0.3892782,0,9
U0499,P03973,0.323111,1,10
U0500,P04647,0.6897586,1,1
U0500,P01868,0.6726622,1,2
U0500,P04662,0.60914564,0,3
U0500,P04491,0.6089063,1,4
U0500,P04612,0.60878587,1,5
U0500,P02444,0.45522985,1,6
U0500,P03689,0.3958834,0,7
U0500,P00371,0.3931835,0,8
U0500,P03064,0.351013,1,9
U0500,P04472,0.26593176,1,10
U0501,P04735,0.7376165,1,1
U0501,P03014,0.65186286,1,2
U0501,P04699,0.59739894,0,3
U0501,P02943,0.56890446,0,4
U0501,P01187,0.5486683,1,5
U0502,P00302,0.7906264,1,1
U0502,P04033,0.73951936,1,2
U0502,P02012,0.72687244,1,3
U0502,P00635,0.69190145,1,4
U0502,P00199,0.6679231,1,5
U0502,P02181,0.64815146,1,6
U0502,P03163,0.6240103,1,7
U0502,P02550,0.5855298,1,8
U0502,P04624,0.5773791,1,9
U0503,P04904,0.7583859,1,1
U0503,P03884,0.7079271,1,2
U0503,P00150,0.547416,0,3
U0503,P00407,0.51576716,0,4
U0503,P02758,0.4992815,1,5
U0503,P02140,0.47283366,1,6
U0503,P03654,0.36295152,0,7
U0504,P02600,0.7941568,1,1
U0504,P01756,0.7194587,1,2
U0504,P00189,0.7104904,0,3
U0504,P01107,0.6616495,0,4
U0504,P01780,0.6499106,0,5
U0504,P03317,0.63492614,1,6
U0504,P03268,0.62327063,1,7
U0504,P00809,0.31430995,0,8
U0505,P00362,0.8035635,1,1
U0505,P03468,0.77426493,1,2
U0505,P03643,0.76246333,0,3
U0505,P00339,0.6006537,1,4
U0505,P03108,0.5826055,0,5
U0505,P02225,0.53619945,0,6
U0505,P03729,0.47901964,0,7
U0505,P03942,0.45098007,1,8
U0505,P04308,0.42743865,0,9
U0506,P02426,0.7438708,1,1
U0506,P01329,0.6103868,1,2
U0506,P03914,0.5789886,1,3
U0506,P01881,0.38575685,0,4
U0507,P01822,0.7731701,1,1
U0507,P00446,0.71301126,1,2
U0507,P01506,0.67793953,0,3
U0507,P00063,0.67311907,1,4
U0507,P02168,0.65473616,1,5
U0507,P00412,0.39680165,0,6
U0507,P04243,0.38699803,0,7
U0507,P04092,0.383499,0,8
U0507,P00031,0.23193243,0,9
U0507,P04929,0.2272463,0,10
U0508,P02695,0.86125684,1,1
U0508,P01927,0.69600123,1,2
U0508,P01961,0.69161844,1,3
U0508,P04932,0.6876694,1,4
U0508,P04532,0.66378826,0,5
U0508,P00011,0.61448973,0,6
U0508,P01577,0.57720447,1,7
U0508,P02849,0.5661538,0,8
U0508,P04524,0.56121427,1,9
U0508,P04459,0.5028001,0,10
U0509,P02883,0.77348816,1,1
U0509,P04972,0.67673606,1,2
U0509,P02456,0.6190992,0,3
U0509,P01643,0.6055157,1,4
U0509,P04795,0.53941315,1,5
U0509,P01117,0.50991726,1,6
U0509,P00261,0.4688302,1,7
U0509,P04165,0.2863958,0,8
U0509,P00012,0.23180476,0,9
U0509,P02289,0.19608442,0,10
U0510,P00445,0.7481052,0,1
U0510,P00078,0.7014919,1,2
U0510,P03120,0.6929664,1,3
U0510,P02141,0.6233686,1,4
U0510,P02765,0.6138841,1,5
U0510,P03594,0.5645826,1,6
U0510,P00703,0.32809955,1,7
U0510,P03105,0.31157282,0,8
U0510,P03511,0.10852725,0,9
U0511,P03476,0.82792073,1,1
U0511,P03491,0.65556514,0,2
U0511,P02900,0.6302142,1,3
U0511,P01882,0.5727079,1,4
U0511,P00700,0.4516475,0,5
U0511,P02218,0.41358307,0,6
U0511,P02960,0.3017222,0,7
U0511,P04104,0.2679415,0,8
U0512,P04377,0.8362061,1,1
U0512,P03915,0.7587589,1,2
U0512,P03619,0.73057187,1,3
U0512,P01351,0.71083486,0,4
U0512,P01716,0.6314046,0,5
U0512,P03500,0.5554304,1,6
U0512,P00683,0.5524594,1,7
U0512,P01856,0.5202593,1,8
U0512,P02226,0.49529207,1,9
U0512,P03687,0.4923307,0,10
U0513,P03318,0.81137484,0,1
U0513,P03793,0.7890611,1,2
U0513,P03049,0.7250786,1,3
U0513,P02535,0.684599,0,4
U0513,P00090,0.6214324,0,5
U0513,P03147,0.61610264,1,6
U0513,P00942,0.6096762,1,7
U0513,P04791,0.6024507,0,8
U0513,P01015,0.5766202,1,9
U0513,P04267,0.5379787,0,10
U0514,P00855,0.8234586,1,1
U0514,P01386,0.8004887,1,2
U0514,P00073,0.76052076,1,3
U0514,P03812,0.72448945,1,4
U0514,P03156,0.6602174,1,5
U0514,P02434,0.64540863,1,6
U0514,P03823,0.59276193,1,7
U0514,P01278,0.51560545,0,8
U0514,P04815,0.5113744,1,9
U0514,P02927,0.49568036,0,10
U0515,P01141,0.78075653,1,1
U0515,P00904,0.74884605,1,2
U0515,P01642,0.66871643,1,3
U0515,P00110,0.53907883,1,4
U0515,P01773,0.51011527,1,5
U0515,P03412,0.49708515,0,6
U0515,P03617,0.49091315,0,7
U0515,P04147,0.43786556,1,8
U0515,P03281,0.26846462,0,9
U0515,P01904,0.2374817,1,10
U0516,P01889,0.7212088,0,1
U0516,P02815,0.61835325,0,2
U0516,P01636,0.5629902,1,3
U0516,P03229,0.5016734,0,4
U0516,P02466,0.43307915,0,5
U0516,P01501,0.41787124,0,6
U0516,P04369,0.36706513,0,7
U0517,P00790,0.7778305,0,1
U0517,P02514,0.74797845,1,2
U0517,P03274,0.74665755,0,3
U0517,P03099,0.67720234,0,4
U0517,P03113,0.65709513,1,5
U0517,P03854,0.64180183,0,6
U0517,P02328,0.6137993,1,7
U0517,P01078,0.5905768,1,8
U0517,P03684,0.5576487,1,9
U0517,P00496,0.52332026,0,10
U0518,P00218,0.7837204,1,1
U0518,P01274,0.7397522,1,2
U0518,P04809,0.7268865,0,3
U0518,P00297,0.58092403,0,4
